sample_id,species,region,location,spawn,year,x,y,study,wg.depth,new.id
201450544,clupea_harengus,NE-ATL,FaroeIslands,spring,2014,-7.03463,61.88078,Kongsstovu_2022,2.675704,faroe_1
201450545,clupea_harengus,NE-ATL,FaroeIslands,spring,2014,-7.03463,61.88078,Kongsstovu_2022,1.225597,faroe_2
201550141,clupea_harengus,NE-ATL,FaroeIslands,spring,2015,-7.03463,61.88078,Kongsstovu_2022,5.347861,faroe_3
201550142,clupea_harengus,NE-ATL,FaroeIslands,spring,2015,-7.03463,61.88078,Kongsstovu_2022,3.000768,faroe_4
201550143,clupea_harengus,NE-ATL,FaroeIslands,spring,2015,-7.03463,61.88078,Kongsstovu_2022,2.347772,faroe_5
201550145,clupea_harengus,NE-ATL,FaroeIslands,spring,2015,-7.03463,61.88078,Kongsstovu_2022,3.386134,faroe_6
201550147,clupea_harengus,NE-ATL,FaroeIslands,spring,2015,-7.03463,61.88078,Kongsstovu_2022,1.352436,faroe_7
201550149,clupea_harengus,NE-ATL,FaroeIslands,spring,2015,-7.03463,61.88078,Kongsstovu_2022,3.084411,faroe_8
201550562,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.201382,norwegian_1
201550563,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,3.026903,norwegian_2
201550564,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,1.835695,norwegian_3
201550565,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.193944,norwegian_4
201550566,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,1.642967,norwegian_5
201550567,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,1.807172,norwegian_6
201550568,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,1.874624,norwegian_7
201550569,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.060728,norwegian_8
201604591,clupea_harengus,NE-ATL,FaroeIslands,spring,2016,-7.03463,61.88078,Kongsstovu_2022,3.388008,faroe_9
201650792,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,3.500345,northsea_1
201650793,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,2.673982,northsea_2
201650794,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,4.552802,northsea_3
201650795,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,4.347804,northsea_4
201650796,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,2.931466,northsea_5
201650797,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,3.356827,northsea_6
201650798,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,4.306733,northsea_7
201650799,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,5.158727,northsea_8
201750143,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,2.528463,faroe_10
201750144,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,1.818575,faroe_11
201750145,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,1.634615,faroe_12
201750146,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,3.157729,faroe_13
201750147,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,1.565254,faroe_14
201750149,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,1.619030,faroe_15
201750153,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,2.261519,faroe_16
201750154,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,2.083857,faroe_17
201750155,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,2.030984,faroe_18
201750157,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,2.310244,faroe_19
201750158,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,1.893150,faroe_20
201750159,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,1.716020,faroe_21
201750201,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,2.557799,iceland_1
201750202,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.479183,iceland_2
201750203,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,0.843634,iceland_3
201750204,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.042765,iceland_4
201750205,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.087351,iceland_5
201750206,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,0.640084,iceland_6
201750207,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.099165,iceland_7
201750212,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.387487,iceland_8
201750214,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.579838,iceland_9
201750215,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.159471,iceland_10
201750216,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.738990,iceland_11
201750217,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.625990,iceland_12
201750218,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.811082,iceland_13
201750219,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.127468,iceland_14
201750221,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.219315,iceland_15
201750222,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.181440,iceland_16
201750223,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,2.755304,iceland_17
201750224,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.684957,iceland_18
201750225,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.291477,iceland_19
201750226,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.500305,iceland_20
201750227,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.557081,iceland_21
201750228,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.108278,iceland_22
201750231,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.059408,iceland_23
201750232,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.956372,iceland_24
201750233,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.731239,iceland_25
201750234,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,2.864934,iceland_26
201750235,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,0.828609,iceland_27
201750236,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.722270,iceland_28
201750237,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.562869,iceland_29
201750238,clupea_harengus,NE-ATL,Iceland,spring,2017,-19.09193,63.06307,Kongsstovu_2022,1.604630,iceland_30
1552004523,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.275458,norwegian_9
1552004524,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.368995,norwegian_10
1552004526,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.552523,norwegian_11
1552004722,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.475247,norwegian_12
1552004723,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,3.380848,norwegian_13
1552004724,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,1.953641,norwegian_14
1552005123,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.607269,norwegian_15
1552005124,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.543633,norwegian_16
1552005125,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,1.827254,norwegian_17
1552005524,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.722821,norwegian_18
1552005525,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.301766,norwegian_19
1552005923,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.003295,norwegian_20
1552005924,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.399880,norwegian_21
1552006326,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.352953,norwegian_22
1552006327,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.405929,norwegian_23
2015501410,clupea_harengus,NE-ATL,FaroeIslands,spring,2015,-7.03463,61.88078,Kongsstovu_2022,2.489804,faroe_22
2015501411,clupea_harengus,NE-ATL,FaroeIslands,spring,2015,-7.03463,61.88078,Kongsstovu_2022,2.926434,faroe_23
2015505610,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.661083,norwegian_24
2015505612,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.565773,norwegian_25
2015505613,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.022994,norwegian_26
2015505622,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,3.033225,norwegian_27
2015505623,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.728977,norwegian_28
2015505624,clupea_harengus,NE-ATL,NorwegianSea,spring,2015,-1.84517,64.51262,Kongsstovu_2022,2.119377,norwegian_29
2016507910,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,4.342309,northsea_9
2016507911,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,3.738366,northsea_10
2016507912,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,4.309219,northsea_11
2016507913,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,4.213455,northsea_12
2016507915,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,3.790715,northsea_13
2016507916,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,3.592780,northsea_14
2016507918,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,4.782432,northsea_15
2016507919,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,4.684800,northsea_16
2016507920,clupea_harengus,NE-ATL,NorthSea,autumn,2016,1.64507,59.81814,Kongsstovu_2022,3.975175,northsea_17
2017501410,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,1.669870,faroe_24
2017501411,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,2.352041,faroe_25
2017501414,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,3.032084,faroe_26
2017501510,clupea_harengus,NE-ATL,FaroeIslands,spring,2017,-7.03463,61.88078,Kongsstovu_2022,1.085977,faroe_27
12S4Rsv38,clupea_harengus,NW-ATL,Stephenville,spring,2012,-57.94,49.73,FuentesPardo_2024,34.881272,stephenville_1
12S4Rsv41,clupea_harengus,NW-ATL,Stephenville,spring,2012,-57.94,49.73,FuentesPardo_2024,35.730245,stephenville_2
12S4S7i22,clupea_harengus,NW-ATL,SevenIslands,summer,2012,-66.33,50.09,FuentesPardo_2024,32.744219,sevenislands_1
12S4S7i28,clupea_harengus,NW-ATL,SevenIslands,summer,2012,-66.33,50.09,FuentesPardo_2024,34.624010,sevenislands_2
14F4Sbs344,clupea_harengus,NW-ATL,BlancSablon,autumn,2014,-57.31,51.38,FuentesPardo_2024,33.168641,blancsablon_1
14F4Sbs349,clupea_harengus,NW-ATL,BlancSablon,autumn,2014,-57.31,51.38,FuentesPardo_2024,31.076110,blancsablon_2
14F4TL404,clupea_harengus,NW-ATL,PrinceEdwardIsland,autumn,2014,-63.96,47.04,FuentesPardo_2024,36.076157,princeedward_1
14F4TL415,clupea_harengus,NW-ATL,PrinceEdwardIsland,autumn,2014,-63.96,47.04,FuentesPardo_2024,27.492737,princeedward_2
14F4WK306,clupea_harengus,NW-ATL,Musquodoboit,autumn,2014,-63.1,44.63,FuentesPardo_2024,30.003548,musquodoboit_1
14F4WK316,clupea_harengus,NW-ATL,Musquodoboit,autumn,2014,-63.1,44.63,FuentesPardo_2024,31.262226,musquodoboit_2
14S3Ps233,clupea_harengus,NW-ATL,FortuneBay,spring,2014,-55.4,47.52,FuentesPardo_2024,33.990550,fortunebay_1
14S3Ps265,clupea_harengus,NW-ATL,FortuneBay,spring,2014,-55.4,47.52,FuentesPardo_2024,32.942332,fortunebay_2
15F2J602,clupea_harengus,NW-ATL,Labrador,autumn,2015,-55.5,52.25,FuentesPardo_2024,32.937088,labrador_1
15F2J603,clupea_harengus,NW-ATL,Labrador,autumn,2015,-55.5,52.25,FuentesPardo_2024,33.680873,labrador_2
15F2J606,clupea_harengus,NW-ATL,Labrador,autumn,2015,-55.5,52.25,FuentesPardo_2024,37.637276,labrador_3
15F2J616,clupea_harengus,NW-ATL,Labrador,autumn,2015,-55.5,52.25,FuentesPardo_2024,33.397579,labrador_4
15F3K601,clupea_harengus,NW-ATL,NotreDameBay,autumn,2015,-55.47,49.55,FuentesPardo_2024,28.579962,notredamebay_1
15F3K602,clupea_harengus,NW-ATL,NotreDameBay,autumn,2015,-55.47,49.55,FuentesPardo_2024,38.359899,notredamebay_2
15F3K609,clupea_harengus,NW-ATL,NotreDameBay,autumn,2015,-55.47,49.55,FuentesPardo_2024,38.011634,notredamebay_3
15F3K621,clupea_harengus,NW-ATL,NotreDameBay,autumn,2015,-55.47,49.55,FuentesPardo_2024,27.253897,notredamebay_4
15F4XRsb625,clupea_harengus,NW-ATL,ScotsBay,autumn,2015,-64.92,45.17,FuentesPardo_2024,32.570429,scotsbay_1
15F4XRsb626,clupea_harengus,NW-ATL,ScotsBay,autumn,2015,-64.92,45.17,FuentesPardo_2024,38.682606,scotsbay_2
15F5Y514617,clupea_harengus,NW-ATL,GulfofMaine,autumn,2015,-70.41,42.09,FuentesPardo_2024,34.448717,gulfofmaine_1
15F5Y514620,clupea_harengus,NW-ATL,GulfofMaine,autumn,2015,-70.41,42.09,FuentesPardo_2024,30.465988,gulfofmaine_2
15S3K404,clupea_harengus,NW-ATL,NotreDameBay,spring,2015,-55.44,49.55,FuentesPardo_2024,35.375255,notredamebay_5
15S3K410,clupea_harengus,NW-ATL,NotreDameBay,spring,2015,-55.44,49.55,FuentesPardo_2024,33.875719,notredamebay_6
15S3K430,clupea_harengus,NW-ATL,NotreDameBay,spring,2015,-55.44,49.55,FuentesPardo_2024,32.657897,notredamebay_7
15S3K449,clupea_harengus,NW-ATL,NotreDameBay,spring,2015,-55.44,49.55,FuentesPardo_2024,30.656872,notredamebay_8
16S4Pla78,clupea_harengus,NW-ATL,PlacentiaBay,spring,2016,-53.94,47.31,FuentesPardo_2024,34.632520,placentiabay_1
16S4Pla79,clupea_harengus,NW-ATL,PlacentiaBay,spring,2016,-53.94,47.31,FuentesPardo_2024,31.078417,placentiabay_2
16S6Pla71,clupea_harengus,NW-ATL,PlacentiaBay,spring,2016,-53.94,47.31,FuentesPardo_2024,33.060691,placentiabay_3
16S6Pla72,clupea_harengus,NW-ATL,PlacentiaBay,spring,2016,-53.94,47.31,FuentesPardo_2024,34.021669,placentiabay_4
16SBDO106,clupea_harengus,NW-ATL,BrasdOrLake,spring,2016,-60.85,45.93,FuentesPardo_2024,41.100627,brasdorlake_1
16SBDO107,clupea_harengus,NW-ATL,BrasdOrLake,spring,2016,-60.85,45.93,FuentesPardo_2024,29.090541,brasdorlake_2
AAL1,clupea_harengus,NE-ATL,CelticSea,winter,2015,-6.85,51.983333333333300,Han_2020,9.812491,celtic_1
AAL2,clupea_harengus,NE-ATL,CelticSea,winter,2015,-6.85,51.983333333333300,Han_2020,11.603428,celtic_2
AAL3,clupea_harengus,NE-ATL,CelticSea,winter,2015,-6.85,51.983333333333300,Han_2020,11.437067,celtic_3
AF29,clupea_harengus,NE-ATL,NorwegianSea,spring,2013,4.658203,61.185625,Han_2020,13.069981,norwegian_30
AF30,clupea_harengus,NE-ATL,NorwegianSea,spring,2013,4.658203,61.185625,Han_2020,12.018267,norwegian_31
AF31,clupea_harengus,NE-ATL,NorwegianSea,spring,2013,4.658203,61.185625,Han_2020,12.522349,norwegian_32
AF8,clupea_harengus,NE-ATL,NorwegianSea,spring,2013,4.658203,61.185625,Han_2020,10.854360,norwegian_33
AK1,clupea_harengus,NE-ATL,Downs,winter,2016,2.5,51.56666666666670,Han_2020,10.443491,downs_1
AK2,clupea_harengus,NE-ATL,Downs,winter,2016,2.5,51.56666666666670,Han_2020,12.499486,downs_2
AK3,clupea_harengus,NE-ATL,Downs,winter,2016,2.5,51.56666666666670,Han_2020,11.027367,downs_3
AM27,clupea_harengus,NE-ATL,NorwegianSea,spring,1980,10.25,64.866667,Han_2020,13.962859,norwegian_34
AM29,clupea_harengus,NE-ATL,NorwegianSea,spring,1980,10.25,64.866667,Han_2020,11.612317,norwegian_35
AM33,clupea_harengus,NE-ATL,NorwegianSea,spring,1980,10.25,64.866667,Han_2020,11.091704,norwegian_36
AM8,clupea_harengus,NE-ATL,NorwegianSea,spring,1980,10.25,64.866667,Han_2020,11.323575,norwegian_37
BAH1,clupea_harengus,BALTIC,Gävle,autumn,2014,17.5833333333333,60.733333333333300,Lamichhaney_2017,0.136885,gavle_1
BAH2,clupea_harengus,BALTIC,Gävle,autumn,2014,17.5833333333333,60.733333333333300,Lamichhaney_2017,0.017200,gavle_2
BAH3,clupea_harengus,BALTIC,Gävle,autumn,2014,17.5833333333333,60.733333333333300,Lamichhaney_2017,0.027941,gavle_3
BF1,clupea_harengus,TRANS,Fehmarn,autumn,2014,11.5,54.833333333333300,Lamichhaney_2017,0.368094,fehmarn_1
BF16,clupea_harengus,BALTIC,HastKar,spring,2013,17.739702,60.532414,Han_2020,10.943720,hastkar_1
BF18,clupea_harengus,BALTIC,HastKar,spring,2013,17.739702,60.532414,Han_2020,14.579120,hastkar_2
BF19,clupea_harengus,BALTIC,HastKar,spring,2013,17.739702,60.532414,Han_2020,12.341225,hastkar_3
BF2,clupea_harengus,TRANS,Fehmarn,autumn,2014,11.5,54.833333333333300,Lamichhaney_2017,0.243204,fehmarn_2
BF21,clupea_harengus,BALTIC,HastKar,spring,2013,17.739702,60.532414,Han_2020,11.943595,hastkar_4
BF3,clupea_harengus,TRANS,Fehmarn,autumn,2014,11.5,54.833333333333300,Lamichhaney_2017,0.214995,fehmarn_3
BM14,clupea_harengus,BALTIC,HastKar,spring,2013,17.739702,60.532414,Han_2020,10.994397,hastkar_5
BM15,clupea_harengus,BALTIC,HastKar,spring,2013,17.739702,60.532414,Han_2020,13.088704,hastkar_6
BM16,clupea_harengus,BALTIC,HastKar,spring,2013,17.739702,60.532414,Han_2020,12.207955,hastkar_7
BM19,clupea_harengus,BALTIC,HastKar,spring,2013,17.739702,60.532414,Han_2020,11.347786,hastkar_8
BoBA,clupea_harengus,NW-ATL,Canada(Bonavista Bay),autumn,2014,-53.333333333333300,48.81666666666670,Lamichhaney_2017,0.294116,bonavistabay_1
BoBB,clupea_harengus,NW-ATL,Canada(Bonavista Bay),autumn,2014,-53.333333333333300,48.81666666666670,Lamichhaney_2017,0.357556,bonavistabay_2
FBA,clupea_harengus,NW-ATL,Canada(Fortune Bay),spring,2014,-55.63333333333330,47.28333333333330,Lamichhaney_2017,0.284379,fortunebay_3
FBB,clupea_harengus,NW-ATL,Canada(Fortune Bay),spring,2014,-55.63333333333330,47.28333333333330,Lamichhaney_2017,0.284379,fortunebay_4
Fehmarn3,clupea_harengus,TRANS,Fehmarn,autumn,1979,11.5,54.833333333333300,Han_2020,24.435100,fehmarn_4
Fehmarn44,clupea_harengus,TRANS,Fehmarn,autumn,1979,11.5,54.833333333333300,Han_2020,27.920339,fehmarn_5
Fehmarn6,clupea_harengus,TRANS,Fehmarn,autumn,1979,11.5,54.833333333333300,Han_2020,28.588609,fehmarn_6
Gavle100,clupea_harengus,BALTIC,Gavle,autumn,2012,17.58333,60.73333,Han_2020,54.238486,gavle_4
Gavle54,clupea_harengus,BALTIC,Gavle,autumn,2012,17.58333,60.73333,Han_2020,26.176951,gavle_5
Gavle98,clupea_harengus,BALTIC,Gavle,autumn,2012,17.58333,60.73333,Han_2020,44.518503,gavle_6
