"sample","MS_biogeo08_sss_mean_5m","MS_biogeo09_sss_min_5m","MS_biogeo10_sss_max_5m","MS_biogeo11_sss_range_5m","MS_biogeo12_sss_variance_5m","MS_biogeo13_sst_mean_5m","MS_biogeo14_sst_min_5m","MS_biogeo15_sst_max_5m","MS_biogeo16_sst_range_5m","MS_biogeo17_sst_variance_5m"
"MHER001",33.2994766235352,31.8548254966736,34.359534928965,2.50470930060675,0.636016278939192,9.6566860426304,3.99279071771821,17.3280232174452,13.3352906925734,21.1062598893809
"MHER002",33.2994766235352,31.8548254966736,34.359534928965,2.50470930060675,0.636016278939192,9.6566860426304,3.99279071771821,17.3280232174452,13.3352906925734,21.1062598893809
"MHER003",33.2994766235352,31.8548254966736,34.359534928965,2.50470930060675,0.636016278939192,9.6566860426304,3.99279071771821,17.3280232174452,13.3352906925734,21.1062598893809
"MHER005",33.8819653505535,33.2102313400004,34.6241618250147,1.41445086939486,0.16813236965954,8.85768788673974,4.46653178919947,15.3851445589451,10.918612717204,15.0773208155108
"MHER006",33.8819653505535,33.2102313400004,34.6241618250147,1.41445086939486,0.16813236965954,8.85768788673974,4.46653178919947,15.3851445589451,10.918612717204,15.0773208155108
"MHER007",33.8819653505535,33.2102313400004,34.6241618250147,1.41445086939486,0.16813236965954,8.85768788673974,4.46653178919947,15.3851445589451,10.918612717204,15.0773208155108
"MHER008",33.8819653505535,33.2102313400004,34.6241618250147,1.41445086939486,0.16813236965954,8.85768788673974,4.46653178919947,15.3851445589451,10.918612717204,15.0773208155108
"MHER009",30.4238834936642,27.8839805380812,32.7166019365625,4.83233009264307,2.35671456809183,9.95718453231367,2.81339804871568,18.5046601897305,15.6915534399088,30.0723465669502
"MHER010",30.4238834936642,27.8839805380812,32.7166019365625,4.83233009264307,2.35671456809183,9.95718453231367,2.81339804871568,18.5046601897305,15.6915534399088,30.0723465669502
"MHER011",30.4238834936642,27.8839805380812,32.7166019365625,4.83233009264307,2.35671456809183,9.95718453231367,2.81339804871568,18.5046601897305,15.6915534399088,30.0723465669502
"MHER012",30.4238834936642,27.8839805380812,32.7166019365625,4.83233009264307,2.35671456809183,9.95718453231367,2.81339804871568,18.5046601897305,15.6915534399088,30.0723465669502
"MHER013",24.5470068016831,21.4728571573893,27.5280951934607,6.055238087972,3.44343129631613,9.86088436801417,2.38326530394201,18.6573468292652,16.2744898277075,32.018806094215
"MHER014",24.5470068016831,21.4728571573893,27.5280951934607,6.055238087972,3.44343129631613,9.86088436801417,2.38326530394201,18.6573468292652,16.2744898277075,32.018806094215
"MHER015",24.5470068016831,21.4728571573893,27.5280951934607,6.055238087972,3.44343129631613,9.86088436801417,2.38326530394201,18.6573468292652,16.2744898277075,32.018806094215
"MHER016",6.80992958243464,6.71028169108109,6.97866195692143,0.268732393816323,0.00677746478927282,5.7576056198335,-0.677816897893036,16.8316197328165,17.5097183778252,39.1376858966451
"MHER017",6.80992958243464,6.71028169108109,6.97866195692143,0.268732393816323,0.00677746478927282,5.7576056198335,-0.677816897893036,16.8316197328165,17.5097183778252,39.1376858966451
"MHER018",6.80992958243464,6.71028169108109,6.97866195692143,0.268732393816323,0.00677746478927282,5.7576056198335,-0.677816897893036,16.8316197328165,17.5097183778252,39.1376858966451
"MHER019",8.20539322863804,8.01831464553147,8.41853924547688,0.40044943335351,0.0206067416858807,8.76955058065693,1.5950561668096,18.9566290994708,17.3611235029242,37.1535112188104
"MHER020",8.20539322863804,8.01831464553147,8.41853924547688,0.40044943335351,0.0206067416858807,8.76955058065693,1.5950561668096,18.9566290994708,17.3611235029242,37.1535112188104
"MHER021",8.20539322863804,8.01831464553147,8.41853924547688,0.40044943335351,0.0206067416858807,8.76955058065693,1.5950561668096,18.9566290994708,17.3611235029242,37.1535112188104
"MHER022",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER023",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER024",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER025",7.98499999596522,7.68298080334297,8.39384614504301,0.711346151450506,0.051350000135314,9.02278845126812,1.81855769741994,18.58365381681,16.7644230769231,34.7388567190904
"MHER026",7.98499999596522,7.68298080334297,8.39384614504301,0.711346151450506,0.051350000135314,9.02278845126812,1.81855769741994,18.58365381681,16.7644230769231,34.7388567190904
"MHER027",7.98499999596522,7.68298080334297,8.39384614504301,0.711346151450506,0.051350000135314,9.02278845126812,1.81855769741994,18.58365381681,16.7644230769231,34.7388567190904
"MHER028",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER029",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER030",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER034",24.5470068016831,21.4728571573893,27.5280951934607,6.055238087972,3.44343129631613,9.86088436801417,2.38326530394201,18.6573468292652,16.2744898277075,32.018806094215
"MHER035",24.5470068016831,21.4728571573893,27.5280951934607,6.055238087972,3.44343129631613,9.86088436801417,2.38326530394201,18.6573468292652,16.2744898277075,32.018806094215
"MHER036",24.5470068016831,21.4728571573893,27.5280951934607,6.055238087972,3.44343129631613,9.86088436801417,2.38326530394201,18.6573468292652,16.2744898277075,32.018806094215
"MHER037",24.5470068016831,21.4728571573893,27.5280951934607,6.055238087972,3.44343129631613,9.86088436801417,2.38326530394201,18.6573468292652,16.2744898277075,32.018806094215
"MHER038",30.4238834936642,27.8839805380812,32.7166019365625,4.83233009264307,2.35671456809183,9.95718453231367,2.81339804871568,18.5046601897305,15.6915534399088,30.0723465669502
"MHER039",30.4238834936642,27.8839805380812,32.7166019365625,4.83233009264307,2.35671456809183,9.95718453231367,2.81339804871568,18.5046601897305,15.6915534399088,30.0723465669502
"MHER044",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER045",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER046",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER052",8.20539322863804,8.01831464553147,8.41853924547688,0.40044943335351,0.0206067416858807,8.76955058065693,1.5950561668096,18.9566290994708,17.3611235029242,37.1535112188104
"MHER053",33.2994766235352,31.8548254966736,34.359534928965,2.50470930060675,0.636016278939192,9.6566860426304,3.99279071771821,17.3280232174452,13.3352906925734,21.1062598893809
"MHER054",6.80992958243464,6.71028169108109,6.97866195692143,0.268732393816323,0.00677746478927282,5.7576056198335,-0.677816897893036,16.8316197328165,17.5097183778252,39.1376858966451
"MHER055",6.80992958243464,6.71028169108109,6.97866195692143,0.268732393816323,0.00677746478927282,5.7576056198335,-0.677816897893036,16.8316197328165,17.5097183778252,39.1376858966451
"MHER056",6.80992958243464,6.71028169108109,6.97866195692143,0.268732393816323,0.00677746478927282,5.7576056198335,-0.677816897893036,16.8316197328165,17.5097183778252,39.1376858966451
"MHER057",7.98499999596522,7.68298080334297,8.39384614504301,0.711346151450506,0.051350000135314,9.02278845126812,1.81855769741994,18.58365381681,16.7644230769231,34.7388567190904
"MHER058",7.98499999596522,7.68298080334297,8.39384614504301,0.711346151450506,0.051350000135314,9.02278845126812,1.81855769741994,18.58365381681,16.7644230769231,34.7388567190904
"MHER059",7.98499999596522,7.68298080334297,8.39384614504301,0.711346151450506,0.051350000135314,9.02278845126812,1.81855769741994,18.58365381681,16.7644230769231,34.7388567190904
"MHER061",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER062",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER063",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER064",27.4035714353834,24.4883929661342,30.3276785782405,5.83910714728492,3.31681604896273,9.5455356836319,1.9703571466463,18.7130357197353,16.7426786082132,35.298367704664
"MHER065",30.4238834936642,27.8839805380812,32.7166019365625,4.83233009264307,2.35671456809183,9.95718453231367,2.81339804871568,18.5046601897305,15.6915534399088,30.0723465669502
"MHER066",30.4238834936642,27.8839805380812,32.7166019365625,4.83233009264307,2.35671456809183,9.95718453231367,2.81339804871568,18.5046601897305,15.6915534399088,30.0723465669502
"12S4S7i22",29.4426041642825,26.9419791301092,31.2629167238871,4.32135417809089,2.38688230266174,5.85416668653488,-0.645416667956548,13.7036458055178,14.3487499554952,25.1209937135379
"16SBDO107",30.1891304513682,29.3898552604344,30.9207243435625,1.53173914163009,0.292717389870381,7.52913043118905,-0.206376812380293,18.7886955979942,18.9957971434662,47.3272072059521
"16SBDO106",30.1891304513682,29.3898552604344,30.9207243435625,1.53173914163009,0.292717389870381,7.52913043118905,-0.206376812380293,18.7886955979942,18.9957971434662,47.3272072059521
"14F4TL415",29.5824999809265,28.1253125071526,30.9979687333107,2.87320312671363,1.11624296894297,7.7538281083107,-0.682031248579733,17.8803905546665,18.5629687309265,45.5680484175682
"16S6Pla72",31.8497938962327,31.2426804611363,32.3724740411817,1.13030928680577,0.134860824371122,5.9780412359336,-0.154226801924638,15.4316495325147,15.5850516152136,29.6847505274507
"16S6Pla71",31.8497938962327,31.2426804611363,32.3724740411817,1.13030928680577,0.134860824371122,5.9780412359336,-0.154226801924638,15.4316495325147,15.5850516152136,29.6847505274507
"16S4Pla79",31.8497938962327,31.2426804611363,32.3724740411817,1.13030928680577,0.134860824371122,5.9780412359336,-0.154226801924638,15.4316495325147,15.5850516152136,29.6847505274507
"16S4Pla78",31.8497938962327,31.2426804611363,32.3724740411817,1.13030928680577,0.134860824371122,5.9780412359336,-0.154226801924638,15.4316495325147,15.5850516152136,29.6847505274507
"15S3K449",31.6532744010993,30.6429203337273,32.2992037207679,1.656902656091,0.332159291853947,5.2927433494973,-0.515929203777187,14.8589380399316,15.3745133138336,30.0624363654483
"15S3K430",31.6532744010993,30.6429203337273,32.2992037207679,1.656902656091,0.332159291853947,5.2927433494973,-0.515929203777187,14.8589380399316,15.3745133138336,30.0624363654483
"15S3K410",31.6532744010993,30.6429203337273,32.2992037207679,1.656902656091,0.332159291853947,5.2927433494973,-0.515929203777187,14.8589380399316,15.3745133138336,30.0624363654483
"15S3K404",31.6532744010993,30.6429203337273,32.2992037207679,1.656902656091,0.332159291853947,5.2927433494973,-0.515929203777187,14.8589380399316,15.3745133138336,30.0624363654483
"14S3Ps265",31.8237079877532,31.2544944634598,32.2853933184334,1.03056176994624,0.101416853790203,6.09831460138385,0.0850561792135572,15.6521348310321,15.5675280710285,29.2617819496755
"14S3Ps233",31.8237079877532,31.2544944634598,32.2853933184334,1.03056176994624,0.101416853790203,6.09831460138385,0.0850561792135572,15.6521348310321,15.5675280710285,29.2617819496755
"14F4TL404",29.5824999809265,28.1253125071526,30.9979687333107,2.87320312671363,1.11624296894297,7.7538281083107,-0.682031248579733,17.8803905546665,18.5629687309265,45.5680484175682
"12S4Rsv41",31.4764367465315,30.712758645244,32.1018391751695,1.38931034214195,0.204917241101977,6.12321839935478,-0.492183905715744,16.0912643410694,16.5837931797422,33.699142587596
"12S4Rsv38",31.4764367465315,30.712758645244,32.1018391751695,1.38931034214195,0.204917241101977,6.12321839935478,-0.492183905715744,16.0912643410694,16.5837931797422,33.699142587596
"15F5Y514620",31.7042424173066,31.1714141537445,32.3017169682667,1.13101009768669,0.137031313220058,10.1773737512454,2.38282829703707,19.1849495473534,16.802424276718,35.0810980748649
"15F5Y514617",31.7042424173066,31.1714141537445,32.3017169682667,1.13101009768669,0.137031313220058,10.1773737512454,2.38282829703707,19.1849495473534,16.802424276718,35.0810980748649
"15F4XRsb626",30.2324094657438,29.3868673623326,30.8731325218476,1.48650602691145,0.282891565417669,7.09554216660649,0.802771087152413,13.7780722652573,12.9765060263944,22.9084770708199
"15F4XRsb625",30.2324094657438,29.3868673623326,30.8731325218476,1.48650602691145,0.282891565417669,7.09554216660649,0.802771087152413,13.7780722652573,12.9765060263944,22.9084770708199
"15F3K621",31.6517699925245,30.6439822711776,32.2975223169918,1.65407079827469,0.330947787888282,5.27469025037985,-0.515663717304711,14.8294690056185,15.3447788035975,29.9558045210037
"15F3K609",31.6517699925245,30.6439822711776,32.2975223169918,1.65407079827469,0.330947787888282,5.27469025037985,-0.515663717304711,14.8294690056185,15.3447788035975,29.9558045210037
"15F3K602",31.6517699925245,30.6439822711776,32.2975223169918,1.65407079827469,0.330947787888282,5.27469025037985,-0.515663717304711,14.8294690056185,15.3447788035975,29.9558045210037
"15F2J616",31.3552307569064,29.77669237577,32.2594615642841,2.48323076688326,0.742991540065179,3.53592309401586,-0.82276923083342,10.0575384580172,10.8798461437225,14.1806723007789
"15F2J606",31.3552307569064,29.77669237577,32.2594615642841,2.48323076688326,0.742991540065179,3.53592309401586,-0.82276923083342,10.0575384580172,10.8798461437225,14.1806723007789
"15F2J603",31.3552307569064,29.77669237577,32.2594615642841,2.48323076688326,0.742991540065179,3.53592309401586,-0.82276923083342,10.0575384580172,10.8798461437225,14.1806723007789
"15F2J602",31.3552307569064,29.77669237577,32.2594615642841,2.48323076688326,0.742991540065179,3.53592309401586,-0.82276923083342,10.0575384580172,10.8798461437225,14.1806723007789
"14F4WK316",30.4522222095066,30.0317777209812,30.8557778464423,0.823999999629127,0.0899633327705992,7.47000001271566,0.166444442628158,16.8101110140483,16.6439999898275,36.3686500549316
"14F4WK306",30.4522222095066,30.0317777209812,30.8557778464423,0.823999999629127,0.0899633327705992,7.47000001271566,0.166444442628158,16.8101110140483,16.6439999898275,36.3686500549316
"12S4S7i28",29.4426041642825,26.9419791301092,31.2629167238871,4.32135417809089,2.38688230266174,5.85416668653488,-0.645416667956548,13.7036458055178,14.3487499554952,25.1209937135379
"15F3K601",31.6517699925245,30.6439822711776,32.2975223169918,1.65407079827469,0.330947787888282,5.27469025037985,-0.515663717304711,14.8294690056185,15.3447788035975,29.9558045210037
"14F4Sbs349",31.0879382497257,29.8535051247508,31.9899998497717,2.13701030151131,0.504076287304003,5.3854638915701,-0.663298969032224,14.1674226583894,14.8301031761563,25.5499803602081
"14F4Sbs344",31.0879382497257,29.8535051247508,31.9899998497717,2.13701030151131,0.504076287304003,5.3854638915701,-0.663298969032224,14.1674226583894,14.8301031761563,25.5499803602081
"AAL1",34.8628454751115,34.6821951207107,34.9841463972882,0.301951221576551,0.00721463416816621,11.8445528231985,8.42959353206603,15.618048776456,7.1888617965264,6.51922277900262
"AAL2",34.8628454751115,34.6821951207107,34.9841463972882,0.301951221576551,0.00721463416816621,11.8445528231985,8.42959353206603,15.618048776456,7.1888617965264,6.51922277900262
"AAL3",34.8628454751115,34.6821951207107,34.9841463972882,0.301951221576551,0.00721463416816621,11.8445528231985,8.42959353206603,15.618048776456,7.1888617965264,6.51922277900262
"AF29",33.420393225852,32.5428088113163,34.0142695180486,1.47191011168984,0.193397752229082,9.50488762641221,4.42438200484501,16.6798876162325,12.2557303503658,17.053934847371
"AF30",33.420393225852,32.5428088113163,34.0142695180486,1.47191011168984,0.193397752229082,9.50488762641221,4.42438200484501,16.6798876162325,12.2557303503658,17.053934847371
"AF31",33.420393225852,32.5428088113163,34.0142695180486,1.47191011168984,0.193397752229082,9.50488762641221,4.42438200484501,16.6798876162325,12.2557303503658,17.053934847371
"AF8",33.420393225852,32.5428088113163,34.0142695180486,1.47191011168984,0.193397752229082,9.50488762641221,4.42438200484501,16.6798876162325,12.2557303503658,17.053934847371
"AK1",34.1740538880632,33.8379053167395,34.3650674562196,0.52621621396896,0.021547972916852,12.155270273621,6.42391891415055,18.2867567861402,11.8629054249944,18.2238540262789
"AK2",34.1740538880632,33.8379053167395,34.3650674562196,0.52621621396896,0.021547972916852,12.155270273621,6.42391891415055,18.2867567861402,11.8629054249944,18.2238540262789
"AK3",34.1740538880632,33.8379053167395,34.3650674562196,0.52621621396896,0.021547972916852,12.155270273621,6.42391891415055,18.2867567861402,11.8629054249944,18.2238540262789
"AM27",34.1067129947521,33.6048148119891,34.6684258955496,1.06402777632078,0.148483333419319,9.11662036401254,5.40449073689955,14.8182870282067,9.41449075495755,10.7893208375684
"AM29",34.1067129947521,33.6048148119891,34.6684258955496,1.06402777632078,0.148483333419319,9.11662036401254,5.40449073689955,14.8182870282067,9.41449075495755,10.7893208375684
"AM33",34.1067129947521,33.6048148119891,34.6684258955496,1.06402777632078,0.148483333419319,9.11662036401254,5.40449073689955,14.8182870282067,9.41449075495755,10.7893208375684
"AM8",34.1067129947521,33.6048148119891,34.6684258955496,1.06402777632078,0.148483333419319,9.11662036401254,5.40449073689955,14.8182870282067,9.41449075495755,10.7893208375684
"BF16",6.11632654131675,5.83846937393656,6.30418367288551,0.466428569080878,0.024363265315793,6.97857140035045,0.0944897961061524,17.6107142798755,17.5169387350277,37.7308501418756
"BF18",6.11632654131675,5.83846937393656,6.30418367288551,0.466428569080878,0.024363265315793,6.97857140035045,0.0944897961061524,17.6107142798755,17.5169387350277,37.7308501418756
"BF19",6.11632654131675,5.83846937393656,6.30418367288551,0.466428569080878,0.024363265315793,6.97857140035045,0.0944897961061524,17.6107142798755,17.5169387350277,37.7308501418756
"BF21",6.11632654131675,5.83846937393656,6.30418367288551,0.466428569080878,0.024363265315793,6.97857140035045,0.0944897961061524,17.6107142798755,17.5169387350277,37.7308501418756
"BM14",6.11632654131675,5.83846937393656,6.30418367288551,0.466428569080878,0.024363265315793,6.97857140035045,0.0944897961061524,17.6107142798755,17.5169387350277,37.7308501418756
"BM15",6.11632654131675,5.83846937393656,6.30418367288551,0.466428569080878,0.024363265315793,6.97857140035045,0.0944897961061524,17.6107142798755,17.5169387350277,37.7308501418756
"BM16",6.11632654131675,5.83846937393656,6.30418367288551,0.466428569080878,0.024363265315793,6.97857140035045,0.0944897961061524,17.6107142798755,17.5169387350277,37.7308501418756
"BM19",6.11632654131675,5.83846937393656,6.30418367288551,0.466428569080878,0.024363265315793,6.97857140035045,0.0944897961061524,17.6107142798755,17.5169387350277,37.7308501418756
"Fehmarn3",17.9170229234768,15.6887022557149,19.9547328220979,4.26641224358828,1.72141984491858,9.74412217030998,1.7551145021242,18.6835114573704,16.9280915806312,36.54342681943
"Fehmarn44",17.9170229234768,15.6887022557149,19.9547328220979,4.26641224358828,1.72141984491858,9.74412217030998,1.7551145021242,18.6835114573704,16.9280915806312,36.54342681943
